1969,class,1970,class,1971,class,1972,class,1973,class,1974,class,1975,class,1976,class,1977,class,1978,class,1979,class
102.581,class7,113.857,class8,131.714,class9,140.397,class9,94.558,class6,79.582,class5,85.67,class6,98.266,class16,152.292,class10,115.362,class8,120.184,class8
70.231,class5,89.296,class6,133.088,class9,145.278,class10,127.61,class8,117.2,class8,99.29,class7,116.846,class16,103.658,class7,111.152,class7,125.37,class8
118.805,class8,185.235,class12,111.372,class7,88.969,class6,152.952,class10,95.999,class6,145.268,class10,76.064,class16,99.805,class7,71.995,class5,135.171,class9
146.582,class10,95.471,class6,149.417,class10,111.465,class7,124.558,class8,169.67,class11,83.506,class6,147.029,class16,106.2,class7,122.861,class8,84.46,class6
94.007,class6,102.472,class7,134.359,class9,129.191,class9,113.229,class8,131.749,class9,192.525,class13,134.517,class16,122.835,class8,98.114,class7,100.771,class7
126.099,class8,73.868,class5,142.914,class9,118.714,class8,95.364,class6,118.766,class8,122.126,class8,85.674,class16,140.01,class9,126.307,class8,76.112,class5
118.042,class8,124.78,class8,112.289,class8,131.045,class9,163.503,class11,81.429,class6,132.986,class9,75.351,class16,77.092,class5,111.887,class7,79.35,class5
126.019,class8,119.895,class8,135.922,class9,95.307,class6,105.794,class7,153.761,class10,121.171,class8,134.897,class16,113.829,class8,113.708,class8,115.711,class8
173.67,class11,82.986,class6,122.239,class8,99.188,class7,150.392,class10,139.572,class9,129.238,class9,114.055,class16,116.486,class8,110.174,class7,97.522,class7
91.311,class6,101.73,class7,89.279,class6,109.656,class7,142.95,class9,145.683,class10,146.126,class10,97.436,class16,108.753,class7,134.254,class9,147.645,class10
144.129,class10,97.83,class7,92.867,class6,135.947,class9,133.217,class9,136.336,class9,111.097,class7,75.537,class16,116.03,class8,82.862,class6,125.258,class8
106.602,class7,138.699,class9,77.066,class5,111.717,class7,126.021,class8,101.713,class7,81.225,class6,107.87,class16,145.582,class10,125.961,class8,146.688,class10
129.423,class9,101.751,class7,111.469,class7,165.428,class11,133.337,class9,117.129,class8,121.654,class8,200.342,class16,137.381,class9,91.24,class6,105.865,class7
117.691,class8,77.792,class5,89.875,class6,114.526,class8,147.263,class10,141.004,class9,129.516,class9,160.077,class16,79.079,class5,132.343,class9,90.889,class6
123.778,class8,59.004,class4,128.287,class9,103.454,class7,81.386,class6,132.526,class9,67.097,class5,131.865,class16,135.14,class9,129.269,class9,146.077,class10
155.42,class10,75.634,class5,158.787,class10,130.329,class9,129.552,class9,105.538,class7,117.994,class8,91.912,class16,134.214,class9,164.299,class11,118.664,class8
82.884,class6,80.844,class6,132.434,class9,137.598,class9,146.035,class10,110.726,class7,110.636,class7,84.321,class16,119.717,class8,148.172,class10,162.021,class11
99.348,class7,134.536,class9,81.098,class6,106.461,class7,94.906,class6,163.181,class11,97.38,class7,124.613,class16,93.79,class6,114.646,class8,125.033,class8
78.196,class5,88.198,class6,203.786,class13,104.655,class7,137.19,class9,172.466,class11,120.585,class8,118.052,class16,105.175,class7,114.285,class8,108.783,class7
100.335,class7,135.935,class9,109.533,class7,130.398,class9,86.981,class6,136.07,class9,102.94,class7,132.68,class16,182.352,class12,133.596,class9,176.279,class12
74.409,class5,91.088,class6,81.394,class6,135.046,class9,99.298,class7,150.616,class10,171.896,class11,185.842,class16,113.211,class8,174.288,class11,91.714,class6
132.939,class9,117.451,class8,94.311,class6,102.859,class7,74.591,class5,126.313,class8,109.432,class7,126.974,class16,72.647,class5,146.75,class10,96.864,class7
117.771,class8,86.093,class6,94.09,class6,106.994,class7,198.435,class13,153.558,class10,93.018,class6,142.495,class16,103.472,class7,115.118,class8,122.395,class8
141.102,class9,104.267,class7,147.949,class10,75.824,class5,101.906,class7,86.569,class6,133.429,class9,114.719,class16,141.268,class9,135.464,class9,119.944,class8
169.933,class11,140.957,class9,123.804,class8,171.162,class11,120.749,class8,117.588,class8,110.278,class7,98.058,class16,117.265,class8,119.899,class8,135.411,class9
90.99,class6,96.127,class7,169.613,class11,129.896,class9,78.42,class5,130.285,class9,141.915,class9,146.184,class16,115.309,class8,101.584,class7,100.231,class7
118.381,class8,82.469,class6,122.635,class8,95.238,class6,123.1,class8,170.639,class11,81.972,class6,153.549,class16,57.633,class4,122.111,class8,78.339,class5
163.647,class11,154.627,class10,124.022,class8,103.817,class7,98.686,class7,85.667,class6,171.645,class11,156.859,class16,141.199,class9,180.521,class12,106.503,class7
171.168,class11,94.004,class6,159.324,class10,119.755,class8,71.956,class5,134.286,class9,113.88,class8,126.872,class16,145.98,class10,138.75,class9,94.716,class6
175.009,class11,80.935,class6,95.103,class6,80.343,class6,177.576,class12,108.745,class7,130.071,class9,112.33,class16,91.881,class6,129.24,class9,144.15,class10
129.416,class9,120.292,class8,82.433,class6,142.706,class9,109.865,class7,116.56,class8,92.299,class6,117.051,class16,73.13,class5,105.927,class7,108.975,class7
92.668,class6,113.618,class8,96.457,class7,92.087,class6,84.595,class6,107.67,class7,88.516,class6,132.141,class16,164.871,class11,109.499,class7,106.757,class7
123.487,class8,107.431,class7,107.261,class7,99.903,class7,95.11,class6,169.515,class11,90.261,class6,138.203,class16,109.215,class7,121.451,class8,130.084,class9
88.757,class6,85.102,class6,132.359,class9,95.386,class6,153.359,class10,176.02,class12,162.574,class11,142.184,class16,108.209,class7,131.985,class9,144.78,class10
154.948,class10,126.698,class8,97.692,class7,85.819,class6,144.188,class10,177.467,class12,134.96,class9,105.276,class16,120.151,class8,106.133,class7,109.603,class7
93.655,class6,137.119,class9,76.889,class5,79.725,class5,89.862,class6,105.213,class7,127.596,class8,154.341,class16,121.356,class8,102.16,class7,123.66,class8
88.361,class6,137.558,class9,145.194,class10,171.354,class11,116.229,class8,99.482,class7,154.043,class10,179.551,class16,130.365,class9,102.24,class7,102.113,class7
86.468,class6,107.983,class7,145.014,class10,89.552,class6,175.695,class11,66.809,class5,140.366,class9,120.691,class16,114.553,class8,174.133,class11,112.367,class8
117.748,class8,74.937,class5,156.964,class10,117.839,class8,130.466,class9,152.493,class10,110.686,class7,139.191,class16,124.372,class8,83.046,class6,131.022,class9
100.884,class7,81.262,class6,152.145,class10,140.613,class9,167.711,class11,128.151,class9,147.065,class10,91,class16,138.593,class9,143.099,class9,135.029,class9
113.699,class8,78.904,class5,73.741,class5,122.018,class8,144.687,class10,83.19,class6,94.009,class6,126.709,class16,161.846,class11,116.254,class8,107.168,class7
79.008,class5,130.388,class9,118.249,class8,145.743,class10,100.771,class7,131.692,class9,95.218,class6,135.599,class16,173.763,class11,121.437,class8,135.628,class9
95.937,class6,112.747,class8,70.387,class5,160.555,class11,88.943,class6,110.169,class7,76.195,class5,80.151,class16,99.561,class7,171.334,class11,90.619,class6
127.609,class8,112.801,class8,135.1,class9,80.514,class6,115.285,class8,163.735,class11,131.287,class9,132.436,class16,205.278,class13,158.339,class10,106.613,class7
161.094,class11,137.772,class9,121.912,class8,150.821,class10,93.279,class6,76.95,class5,72.725,class5,139.842,class16,126.554,class8,137.778,class9,79.904,class5
81.892,class6,88.671,class6,128.265,class9,124.135,class8,74.798,class5,105.036,class7,136.101,class9,125.789,class16,74.353,class5,143.143,class9,143.528,class9
79.801,class5,168.835,class11,98.242,class7,168.257,class11,128.429,class9,148.427,class10,139.298,class9,136.398,class16,82.445,class6,111.984,class7,99.265,class7
133.766,class9,76.454,class5,202.772,class13,116.68,class8,110.954,class7,97.28,class7,118.01,class8,110.246,class16,129.727,class9,122.618,class8,111.569,class7
100.548,class7,202.376,class13,172.133,class11,168.49,class11,101.568,class7,90.056,class6,170.835,class11,86.781,class16,185.302,class12,95.388,class6,114.487,class8
173.411,class11,165.172,class11,80.194,class6,72.785,class5,149.084,class10,95.48,class6,109.575,class7,119.714,class16,115.968,class8,123.977,class8,86.54,class6
67.591,class5,128.313,class9,142.754,class9,163.057,class11,143.422,class9,124.783,class8,130.24,class9,105.987,class16,116.687,class8,80.271,class6,96.988,class7
85.641,class6,132.454,class9,94.893,class6,109.704,class7,99.019,class7,158.106,class10,119.183,class8,104.352,class16,184.048,class12,122.452,class8,124.435,class8
79.696,class5,93.771,class6,118.782,class8,141.776,class9,95.254,class6,131.857,class9,132.816,class9,141.3,class16,146.208,class10,99.692,class7,113.998,class8
116.053,class8,179.025,class12,135.117,class9,138.52,class9,137.73,class9,147.166,class10,109.74,class7,184.18,class16,77.188,class5,127.933,class8,108.101,class7
124.01,class8,128.542,class9,78.49,class5,152.281,class10,166.663,class11,87.769,class6,124.671,class8,78.535,class16,117.586,class8,102.549,class7,113.305,class8
109.419,class7,82.833,class6,136.622,class9,138.471,class9,124.58,class8,96.66,class7,124.774,class8,120.762,class16,92.621,class6,101.933,class7,121.401,class8
83.389,class6,103.725,class7,141.35,class9,147.123,class10,77.383,class5,113.472,class8,76.524,class5,106.034,class16,128.21,class9,112.087,class8,124.019,class8
90.184,class6,110.291,class7,135.235,class9,81.642,class6,121.343,class8,116.142,class8,99.937,class7,148.323,class16,131.69,class9,96.108,class7,149.047,class10
103.103,class7,99.856,class7,113.842,class8,80.741,class6,149.79,class10,130.799,class9,92.824,class6,150.718,class16,134.364,class9,115.11,class8,105.642,class7
181.874,class12,94.285,class6,119.476,class8,122.494,class8,117.896,class8,144.725,class10,120.47,class8,95.762,class16,163.412,class11,96.739,class7,103.818,class7
93.199,class6,100.459,class7,133.946,class9,86.75,class6,93.132,class6,173.001,class11,116.319,class8,108.758,class16,128.819,class9,125.31,class8,161.902,class11
89.827,class6,139.481,class9,84.897,class6,86.846,class6,184.525,class12,88.138,class6,132.883,class9,98.672,class16,115.994,class8,206.664,class13,120.532,class8
115.376,class8,140.731,class9,135.521,class9,126.857,class8,123.419,class8,97.737,class7,80.722,class6,138.395,class16,147.9,class10,108.975,class7,88.274,class6
128.901,class9,121.714,class8,143.677,class9,93.954,class6,101.299,class7,169.289,class11,91.871,class6,142.686,class16,111.429,class7,174.088,class11,112.852,class8
152.16,class10,127.035,class8,87.323,class6,128.056,class9,109.983,class7,89.285,class6,117.61,class8,141.292,class16,96.222,class7,117.602,class8,91.108,class6
102.801,class7,89.607,class6,92.631,class6,119.124,class8,88.572,class6,168.604,class11,114.823,class8,74.945,class16,109.337,class7,148.819,class10,101.692,class7
77.904,class5,176.814,class12,135.667,class9,118.606,class8,75.49,class5,113.101,class8,113.351,class8,151.096,class16,187.415,class12,151.709,class10,171.467,class11
146.913,class10,118.847,class8,169.541,class11,112.589,class8,91.807,class6,85.571,class6,157.384,class10,92.257,class16,103.941,class7,104.091,class7,124.492,class8
180.659,class12,103.299,class7,117.952,class8,96.101,class7,144.549,class10,130.58,class9,83.543,class6,90.144,class16,99.632,class7,114.217,class8,121.056,class8
107.073,class7,112.418,class8,147.949,class10,93.154,class6,127.434,class8,157.522,class10,103.882,class7,80.427,class16,117.541,class8,120.923,class8,99.799,class7
136.093,class9,80.988,class6,101.711,class7,133.42,class9,106.25,class7,96.416,class7,79.099,class5,76.298,class16,121.484,class8,114.041,class8,129.924,class9
86.872,class6,90.95,class6,97.721,class7,146.159,class10,172.619,class11,118.017,class8,131.836,class9,107.942,class16,98.478,class7,118.564,class8,118.369,class8
169.897,class11,94.165,class6,102.654,class7,79.367,class5,106.948,class7,184.347,class12,127.677,class8,130.212,class16,152.803,class10,108.701,class7,132.527,class9
94.561,class6,128.729,class9,124.847,class8,147.501,class10,111.5,class7,76.232,class5,116.851,class8,98.507,class16,138.956,class9,144.546,class10,110.591,class7
98.583,class7,155.649,class10,100.725,class7,148.436,class10,101.101,class7,107.543,class7,125.825,class8,146.2,class16,104.304,class7,112.224,class8,131.403,class9
110.28,class7,127.453,class8,145.732,class10,110.834,class7,96.95,class7,75.387,class5,131.011,class9,137.105,class16,156.868,class10,179.149,class12,102.074,class7
94.232,class6,112.681,class8,132.644,class9,152.958,class10,129.978,class9,140.773,class9,175.693,class11,91.137,class16,100.836,class7,132.889,class9,136.507,class9
182.97,class12,136.718,class9,101.366,class7,116.779,class8,136.324,class9,138.678,class9,146.263,class10,110.061,class16,143.29,class9,103.052,class7,180.56,class12
114.255,class8,101.099,class7,144.945,class10,115.398,class8,117.81,class8,102.413,class7,139.915,class9,123.401,class16,154.217,class10,126.711,class8,106.608,class7
118.087,class8,107.863,class7,136.432,class9,81.232,class6,85.66,class6,137.392,class9,90.26,class6,119.389,class16,112.246,class8,124.576,class8,95.274,class6
87.979,class6,82.77,class6,85.725,class6,111.257,class7,88.072,class6,141.468,class9,75.414,class5,77.11,class16,131.84,class9,161.287,class11,112.51,class8
139.957,class9,162.032,class11,187.106,class12,151.998,class10,113.229,class8,171.12,class11,97.126,class7,91.122,class16,88.941,class6,112.028,class8,120.704,class8
135.618,class9,169.039,class11,92.415,class6,159.952,class10,117.248,class8,117.02,class8,140.827,class9,110.578,class16,71.306,class5,121.655,class8,197.194,class13
74.868,class5,175.359,class11,101.41,class7,81.397,class6,178.729,class12,75.75,class5,111.717,class7,112.436,class16,165.9,class11,126.737,class8,127.952,class8
181.373,class12,130.886,class9,141.228,class9,96.19,class7,120.687,class8,139.116,class9,92.435,class6,80.313,class16,130.317,class9,68.419,class5,113.402,class8
126.797,class8,236.799,Class15,127.172,class8,123.179,class8,120.403,class8,89.805,class6,118.166,class8,60.3,class16,174.145,class11,90.369,class6,123.872,class8
126.792,class8,132.885,class9,137.332,class9,61.059,class4,147.321,class10,83.685,class6,108.622,class7,126.1,class16,176.708,class12,102.166,class7,97.559,class7
171.937,class11,135.624,class9,91.384,class6,150.72,class10,114.903,class8,76.258,class5,100.12,class7,99.804,class16,156.32,class10,202.297,class13,121.187,class8
127.953,class8,104.512,class7,125.795,class8,127.905,class8,90.429,class6,138.026,class9,167.538,class11,150.414,class16,116.037,class8,119.822,class8,160.449,class11
96.423,class7,186.416,class12,74.09,class5,80.136,class6,157.178,class10,111.623,class7,129.119,class9,134.796,class16,139.853,class9,139.747,class9,142.37,class9
106.463,class7,81.434,class6,157.777,class10,92.031,class6,159.423,class10,119.173,class8,106.461,class7,142.712,class16,123.975,class8,100.364,class7,140.07,class9
150.351,class10,135.352,class9,116.632,class8,105.144,class7,112.99,class8,118.354,class8,84.93,class6,122.603,class16,104.471,class7,93.042,class6,137.589,class9
145.559,class10,117.01,class8,166.046,class11,86.604,class6,80.548,class6,109.202,class7,102.265,class7,93.684,class16,106.007,class7,142.829,class9,111.192,class7
